person,car,kite,surfboard,,,,,,,,,,,,,,
cat,toilet,,,,,,,,,,,,,,,,
sheep,,,,,,,,,,,,,,,,,
tie,teddy bear,,,,,,,,,,,,,,,,
cake,,,,,,,,,,,,,,,,,
wine glass,laptop,,,,,,,,,,,,,,,,
person,cake,,,,,,,,,,,,,,,,
person,bench,skateboard,,,,,,,,,,,,,,,
person,tie,,,,,,,,,,,,,,,,
person,skateboard,,,,,,,,,,,,,,,,
scissors,,,,,,,,,,,,,,,,,
elephant,,,,,,,,,,,,,,,,,
airplane,parking meter,,,,,,,,,,,,,,,,
person,tie,chair,,,,,,,,,,,,,,,
person,car,traffic light,parking meter,,,,,,,,,,,,,,
person,bed,cell phone,,,,,,,,,,,,,,,
person,bench,dog,skateboard,book,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
microwave,oven,refrigerator,,,,,,,,,,,,,,,
bird,,,,,,,,,,,,,,,,,
person,sports ball,baseball glove,,,,,,,,,,,,,,,
toilet,sink,book,,,,,,,,,,,,,,,
person,skateboard,,,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
bird,,,,,,,,,,,,,,,,,
car,motorcycle,truck,,,,,,,,,,,,,,,
bottle,sink,,,,,,,,,,,,,,,,
person,snowboard,,,,,,,,,,,,,,,,
train,,,,,,,,,,,,,,,,,
sandwich,keyboard,,,,,,,,,,,,,,,,
person,bench,backpack,laptop,,,,,,,,,,,,,,
person,cow,,,,,,,,,,,,,,,,
person,backpack,umbrella,handbag,surfboard,chair,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
bottle,bowl,refrigerator,,,,,,,,,,,,,,,
pizza,,,,,,,,,,,,,,,,,
bench,chair,,,,,,,,,,,,,,,,
person,skis,,,,,,,,,,,,,,,,
person,bed,book,,,,,,,,,,,,,,,
person,bird,horse,,,,,,,,,,,,,,,
train,,,,,,,,,,,,,,,,,
elephant,,,,,,,,,,,,,,,,,
person,bench,potted plant,vase,teddy bear,,,,,,,,,,,,,
airplane,,,,,,,,,,,,,,,,,
horse,,,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
person,bicycle,kite,,,,,,,,,,,,,,,
sink,,,,,,,,,,,,,,,,,
person,sports ball,tennis racket,chair,,,,,,,,,,,,,,
person,truck,,,,,,,,,,,,,,,,
person,car,backpack,handbag,apple,orange,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
person,tennis racket,chair,,,,,,,,,,,,,,,
cow,,,,,,,,,,,,,,,,,
person,snowboard,,,,,,,,,,,,,,,,
person,skis,,,,,,,,,,,,,,,,
person,bottle,vase,,,,,,,,,,,,,,,
cow,,,,,,,,,,,,,,,,,
train,,,,,,,,,,,,,,,,,
cat,keyboard,,,,,,,,,,,,,,,,
person,sheep,,,,,,,,,,,,,,,,
horse,,,,,,,,,,,,,,,,,
bicycle,,,,,,,,,,,,,,,,,
person,bird,umbrella,chair,,,,,,,,,,,,,,
tv,laptop,mouse,keyboard,,,,,,,,,,,,,,
person,skis,,,,,,,,,,,,,,,,
person,car,truck,,,,,,,,,,,,,,,
dog,frisbee,,,,,,,,,,,,,,,,
person,bus,traffic light,backpack,handbag,suitcase,,,,,,,,,,,,
person,umbrella,,,,,,,,,,,,,,,,
horse,,,,,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
chair,potted plant,dining table,tv,sink,refrigerator,,,,,,,,,,,,
person,bicycle,backpack,,,,,,,,,,,,,,,
person,bottle,wine glass,bowl,dining table,tv,refrigerator,,,,,,,,,,,
person,sheep,umbrella,,,,,,,,,,,,,,,
cat,bowl,tv,,,,,,,,,,,,,,,
spoon,potted plant,oven,sink,,,,,,,,,,,,,,
person,donut,chair,,,,,,,,,,,,,,,
chair,tv,laptop,mouse,keyboard,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
person,horse,bottle,cake,refrigerator,clock,,,,,,,,,,,,
person,bicycle,car,bus,traffic light,,,,,,,,,,,,,
person,skateboard,,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
car,traffic light,,,,,,,,,,,,,,,,
person,truck,horse,tie,,,,,,,,,,,,,,
person,cow,,,,,,,,,,,,,,,,
train,,,,,,,,,,,,,,,,,
person,backpack,handbag,skis,,,,,,,,,,,,,,
person,backpack,skis,,,,,,,,,,,,,,,
donut,,,,,,,,,,,,,,,,,
car,cat,chair,,,,,,,,,,,,,,,
donut,,,,,,,,,,,,,,,,,
person,bed,laptop,,,,,,,,,,,,,,,
cat,,,,,,,,,,,,,,,,,
person,backpack,skis,,,,,,,,,,,,,,,
refrigerator,,,,,,,,,,,,,,,,,
person,cell phone,toothbrush,,,,,,,,,,,,,,,
person,car,traffic light,stop sign,,,,,,,,,,,,,,
person,train,bench,backpack,,,,,,,,,,,,,,
airplane,,,,,,,,,,,,,,,,,
bird,zebra,,,,,,,,,,,,,,,,
bus,,,,,,,,,,,,,,,,,
person,car,truck,,,,,,,,,,,,,,,
frisbee,,,,,,,,,,,,,,,,,
bottle,carrot,oven,,,,,,,,,,,,,,,
person,sink,,,,,,,,,,,,,,,,
knife,bowl,apple,chair,sink,refrigerator,book,clock,,,,,,,,,,
person,broccoli,,,,,,,,,,,,,,,,
elephant,,,,,,,,,,,,,,,,,
fork,knife,bowl,broccoli,,,,,,,,,,,,,,
car,dog,frisbee,,,,,,,,,,,,,,,
hot dog,,,,,,,,,,,,,,,,,
person,bicycle,traffic light,backpack,handbag,potted plant,cell phone,,,,,,,,,,,
bottle,toilet,,,,,,,,,,,,,,,,
elephant,,,,,,,,,,,,,,,,,
person,bench,skateboard,,,,,,,,,,,,,,,
bear,,,,,,,,,,,,,,,,,
person,umbrella,cup,fork,knife,spoon,chair,dining table,,,,,,,,,,
car,truck,,,,,,,,,,,,,,,,
toilet,sink,,,,,,,,,,,,,,,,
person,boat,umbrella,,,,,,,,,,,,,,,
cat,dog,bed,,,,,,,,,,,,,,,
person,bicycle,car,truck,suitcase,,,,,,,,,,,,,
car,bird,,,,,,,,,,,,,,,,
car,stop sign,,,,,,,,,,,,,,,,
bicycle,fire hydrant,,,,,,,,,,,,,,,,
bus,,,,,,,,,,,,,,,,,
cat,,,,,,,,,,,,,,,,,
person,train,,,,,,,,,,,,,,,,
bear,,,,,,,,,,,,,,,,,
person,car,bus,backpack,handbag,,,,,,,,,,,,,
bicycle,cup,chair,potted plant,dining table,book,clock,vase,,,,,,,,,,
person,kite,scissors,,,,,,,,,,,,,,,
car,parking meter,sports ball,baseball bat,,,,,,,,,,,,,,
person,bicycle,dog,umbrella,,,,,,,,,,,,,,
zebra,,,,,,,,,,,,,,,,,
bear,,,,,,,,,,,,,,,,,
person,wine glass,fork,knife,spoon,bowl,pizza,,,,,,,,,,,
elephant,clock,,,,,,,,,,,,,,,,
teddy bear,,,,,,,,,,,,,,,,,
fire hydrant,dog,,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
person,sports ball,,,,,,,,,,,,,,,,
bottle,sink,hair drier,toothbrush,,,,,,,,,,,,,,
airplane,,,,,,,,,,,,,,,,,
person,bus,cell phone,,,,,,,,,,,,,,,
person,train,handbag,,,,,,,,,,,,,,,
cup,chair,couch,potted plant,dining table,remote,book,vase,,,,,,,,,,
person,cat,backpack,,,,,,,,,,,,,,,
person,sheep,,,,,,,,,,,,,,,,
person,sheep,handbag,,,,,,,,,,,,,,,
boat,bird,,,,,,,,,,,,,,,,
person,bird,cup,chair,dining table,,,,,,,,,,,,,
person,banana,,,,,,,,,,,,,,,,
person,skis,,,,,,,,,,,,,,,,
person,car,bus,,,,,,,,,,,,,,,
person,skis,snowboard,,,,,,,,,,,,,,,
person,bench,sandwich,,,,,,,,,,,,,,,
person,backpack,cup,pizza,potted plant,dining table,,,,,,,,,,,,
person,bus,umbrella,handbag,chair,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
sink,,,,,,,,,,,,,,,,,
person,bicycle,traffic light,handbag,,,,,,,,,,,,,,
person,tie,,,,,,,,,,,,,,,,
bed,,,,,,,,,,,,,,,,,
cup,tv,mouse,keyboard,cell phone,,,,,,,,,,,,,
person,chair,,,,,,,,,,,,,,,,
person,car,kite,,,,,,,,,,,,,,,
person,car,tie,,,,,,,,,,,,,,,
person,bottle,wine glass,cup,,,,,,,,,,,,,,
fork,knife,pizza,oven,,,,,,,,,,,,,,
cow,,,,,,,,,,,,,,,,,
banana,,,,,,,,,,,,,,,,,
train,,,,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,
bottle,cup,bowl,tv,microwave,oven,sink,book,vase,,,,,,,,,
sheep,,,,,,,,,,,,,,,,,
elephant,,,,,,,,,,,,,,,,,
sheep,cow,,,,,,,,,,,,,,,,
teddy bear,,,,,,,,,,,,,,,,,
person,skis,,,,,,,,,,,,,,,,
car,fire hydrant,,,,,,,,,,,,,,,,
truck,,,,,,,,,,,,,,,,,
stop sign,,,,,,,,,,,,,,,,,
person,kite,,,,,,,,,,,,,,,,
person,toothbrush,,,,,,,,,,,,,,,,
person,motorcycle,,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
airplane,,,,,,,,,,,,,,,,,
person,bed,vase,teddy bear,,,,,,,,,,,,,,
person,car,,,,,,,,,,,,,,,,
person,bicycle,car,motorcycle,bus,truck,traffic light,,,,,,,,,,,
person,car,truck,traffic light,,,,,,,,,,,,,,
cat,tie,,,,,,,,,,,,,,,,
person,sheep,,,,,,,,,,,,,,,,
person,cup,bowl,banana,,,,,,,,,,,,,,
person,sports ball,baseball glove,,,,,,,,,,,,,,,
person,car,kite,,,,,,,,,,,,,,,
person,motorcycle,,,,,,,,,,,,,,,,
person,tennis racket,,,,,,,,,,,,,,,,
dog,cake,chair,dining table,,,,,,,,,,,,,,
person,snowboard,,,,,,,,,,,,,,,,
chair,,,,,,,,,,,,,,,,,
person,bottle,wine glass,fork,bowl,pizza,dining table,,,,,,,,,,,
person,bicycle,car,traffic light,fire hydrant,,,,,,,,,,,,,
car,truck,traffic light,,,,,,,,,,,,,,,
cup,fork,knife,spoon,bowl,sandwich,carrot,pizza,donut,cake,chair,dining table,vase,,,,,
person,sports ball,tennis racket,,,,,,,,,,,,,,,
person,tv,remote,,,,,,,,,,,,,,,
cat,laptop,,,,,,,,,,,,,,,,
person,kite,cup,chair,,,,,,,,,,,,,,
cat,,,,,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
bird,,,,,,,,,,,,,,,,,
cat,bed,teddy bear,,,,,,,,,,,,,,,
person,backpack,cell phone,,,,,,,,,,,,,,,
person,handbag,cell phone,,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,
person,skis,,,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,
zebra,,,,,,,,,,,,,,,,,
person,baseball glove,,,,,,,,,,,,,,,,
cow,,,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
cat,laptop,,,,,,,,,,,,,,,,
person,fork,knife,cake,chair,dining table,,,,,,,,,,,,
cup,spoon,bowl,broccoli,dining table,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
zebra,,,,,,,,,,,,,,,,,
bottle,cup,fork,knife,pizza,chair,dining table,,,,,,,,,,,
dog,sports ball,bottle,chair,potted plant,bed,vase,,,,,,,,,,,
person,horse,cow,,,,,,,,,,,,,,,
bear,,,,,,,,,,,,,,,,,
person,car,truck,skateboard,,,,,,,,,,,,,,
boat,,,,,,,,,,,,,,,,,
bed,,,,,,,,,,,,,,,,,
person,car,motorcycle,truck,,,,,,,,,,,,,,
person,car,truck,sports ball,baseball bat,,,,,,,,,,,,,
bottle,cup,sink,,,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
person,train,handbag,cell phone,,,,,,,,,,,,,,
bear,,,,,,,,,,,,,,,,,
person,sports ball,baseball bat,bottle,,,,,,,,,,,,,,
parking meter,potted plant,,,,,,,,,,,,,,,,
person,scissors,,,,,,,,,,,,,,,,
person,cup,pizza,chair,dining table,,,,,,,,,,,,,
cat,,,,,,,,,,,,,,,,,
sandwich,pizza,chair,,,,,,,,,,,,,,,
person,cup,chair,tv,remote,book,,,,,,,,,,,,
person,horse,,,,,,,,,,,,,,,,
person,handbag,tie,bottle,spoon,apple,chair,dining table,book,,,,,,,,,
person,bus,handbag,tie,suitcase,,,,,,,,,,,,,
person,cup,pizza,chair,dining table,book,,,,,,,,,,,,
person,boat,sheep,cow,elephant,,,,,,,,,,,,,
airplane,,,,,,,,,,,,,,,,,
person,train,clock,,,,,,,,,,,,,,,
train,elephant,,,,,,,,,,,,,,,,
cat,,,,,,,,,,,,,,,,,
person,skis,,,,,,,,,,,,,,,,
person,bench,,,,,,,,,,,,,,,,
person,sports ball,tennis racket,chair,,,,,,,,,,,,,,
bird,cat,,,,,,,,,,,,,,,,
person,remote,cell phone,,,,,,,,,,,,,,,
bottle,bowl,apple,chair,dining table,oven,sink,refrigerator,,,,,,,,,,
cat,tv,,,,,,,,,,,,,,,,
person,boat,kite,,,,,,,,,,,,,,,
car,surfboard,,,,,,,,,,,,,,,,
person,knife,bowl,oven,,,,,,,,,,,,,,
person,skateboard,,,,,,,,,,,,,,,,
cat,,,,,,,,,,,,,,,,,
person,train,traffic light,horse,,,,,,,,,,,,,,
car,stop sign,clock,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
car,motorcycle,traffic light,parking meter,,,,,,,,,,,,,,
bird,,,,,,,,,,,,,,,,,
person,car,motorcycle,bus,,,,,,,,,,,,,,
cat,carrot,,,,,,,,,,,,,,,,
tv,mouse,remote,keyboard,,,,,,,,,,,,,,
person,truck,backpack,suitcase,,,,,,,,,,,,,,
bus,,,,,,,,,,,,,,,,,
person,pizza,dining table,,,,,,,,,,,,,,,
person,car,bus,,,,,,,,,,,,,,,
car,stop sign,parking meter,,,,,,,,,,,,,,,
person,car,traffic light,,,,,,,,,,,,,,,
person,bench,skateboard,,,,,,,,,,,,,,,
traffic light,,,,,,,,,,,,,,,,,
cat,bed,,,,,,,,,,,,,,,,
laptop,remote,cell phone,,,,,,,,,,,,,,,
bear,,,,,,,,,,,,,,,,,
pizza,,,,,,,,,,,,,,,,,
bus,,,,,,,,,,,,,,,,,
fork,bowl,sandwich,broccoli,dining table,,,,,,,,,,,,,
person,snowboard,,,,,,,,,,,,,,,,
dog,couch,remote,,,,,,,,,,,,,,,
bowl,banana,,,,,,,,,,,,,,,,
broccoli,,,,,,,,,,,,,,,,,
vase,,,,,,,,,,,,,,,,,
motorcycle,,,,,,,,,,,,,,,,,
person,bicycle,train,skateboard,,,,,,,,,,,,,,
person,bus,,,,,,,,,,,,,,,,
person,clock,,,,,,,,,,,,,,,,
bird,,,,,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
person,cup,banana,,,,,,,,,,,,,,,
suitcase,book,,,,,,,,,,,,,,,,
person,car,bus,truck,handbag,,,,,,,,,,,,,
cat,sink,,,,,,,,,,,,,,,,
person,sports ball,baseball glove,,,,,,,,,,,,,,,
person,motorcycle,,,,,,,,,,,,,,,,
person,car,bus,,,,,,,,,,,,,,,
person,cup,couch,potted plant,cell phone,book,,,,,,,,,,,,
person,suitcase,,,,,,,,,,,,,,,,
horse,,,,,,,,,,,,,,,,,
person,bench,,,,,,,,,,,,,,,,
person,chair,book,toothbrush,,,,,,,,,,,,,,
elephant,,,,,,,,,,,,,,,,,
person,car,bus,traffic light,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
airplane,,,,,,,,,,,,,,,,,
person,chair,cell phone,,,,,,,,,,,,,,,
train,,,,,,,,,,,,,,,,,
banana,apple,orange,potted plant,,,,,,,,,,,,,,
bottle,cup,book,,,,,,,,,,,,,,,
person,bowl,broccoli,carrot,,,,,,,,,,,,,,
bed,remote,,,,,,,,,,,,,,,,
person,chair,couch,potted plant,vase,,,,,,,,,,,,,
sandwich,,,,,,,,,,,,,,,,,
banana,dining table,,,,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
orange,,,,,,,,,,,,,,,,,
orange,,,,,,,,,,,,,,,,,
person,umbrella,,,,,,,,,,,,,,,,
bottle,refrigerator,,,,,,,,,,,,,,,,
person,train,handbag,suitcase,,,,,,,,,,,,,,
person,bottle,bowl,chair,dining table,oven,,,,,,,,,,,,
microwave,oven,,,,,,,,,,,,,,,,
boat,,,,,,,,,,,,,,,,,
person,train,,,,,,,,,,,,,,,,
motorcycle,bench,,,,,,,,,,,,,,,,
person,tie,,,,,,,,,,,,,,,,
person,,,,,,,,,,,,,,,,,
truck,,,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
bear,,,,,,,,,,,,,,,,,
person,tv,mouse,keyboard,,,,,,,,,,,,,,
person,bicycle,bus,,,,,,,,,,,,,,,
donut,,,,,,,,,,,,,,,,,
parking meter,,,,,,,,,,,,,,,,,
train,,,,,,,,,,,,,,,,,
person,bicycle,car,boat,,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
person,car,motorcycle,bus,truck,,,,,,,,,,,,,
car,bus,bench,dog,,,,,,,,,,,,,,
cow,,,,,,,,,,,,,,,,,
person,bed,,,,,,,,,,,,,,,,
person,truck,umbrella,,,,,,,,,,,,,,,
zebra,,,,,,,,,,,,,,,,,
cup,fork,knife,spoon,banana,pizza,dining table,,,,,,,,,,,
broccoli,,,,,,,,,,,,,,,,,
cup,fork,knife,pizza,dining table,,,,,,,,,,,,,
person,sports ball,tennis racket,chair,,,,,,,,,,,,,,
toilet,,,,,,,,,,,,,,,,,
person,tennis racket,,,,,,,,,,,,,,,,
person,spoon,bowl,chair,couch,dining table,,,,,,,,,,,,
bottle,microwave,oven,,,,,,,,,,,,,,,
person,car,motorcycle,,,,,,,,,,,,,,,
person,,,,,,,,,,,,,,,,,
cup,knife,cake,dining table,,,,,,,,,,,,,,
bench,,,,,,,,,,,,,,,,,
person,elephant,,,,,,,,,,,,,,,,
bottle,cup,spoon,sink,toothbrush,,,,,,,,,,,,,
person,train,bird,,,,,,,,,,,,,,,
person,umbrella,handbag,,,,,,,,,,,,,,,
person,,,,,,,,,,,,,,,,,
person,handbag,suitcase,,,,,,,,,,,,,,,
handbag,bottle,cup,bowl,banana,apple,orange,cake,potted plant,teddy bear,,,,,,,,
fork,cake,,,,,,,,,,,,,,,,
person,bottle,cup,bowl,pizza,chair,dining table,remote,sink,,,,,,,,,
person,bench,handbag,baseball bat,baseball glove,bottle,,,,,,,,,,,,
cat,cup,couch,laptop,remote,book,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
car,train,truck,,,,,,,,,,,,,,,
person,bottle,cup,spoon,bowl,chair,dining table,clock,,,,,,,,,,
person,umbrella,,,,,,,,,,,,,,,,
suitcase,bed,,,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,
cake,,,,,,,,,,,,,,,,,
bird,,,,,,,,,,,,,,,,,
bird,horse,,,,,,,,,,,,,,,,
cup,spoon,bowl,broccoli,donut,,,,,,,,,,,,,
person,train,,,,,,,,,,,,,,,,
airplane,,,,,,,,,,,,,,,,,
laptop,keyboard,,,,,,,,,,,,,,,,
person,tennis racket,,,,,,,,,,,,,,,,
person,skis,,,,,,,,,,,,,,,,
bowl,sandwich,,,,,,,,,,,,,,,,
airplane,,,,,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
cat,,,,,,,,,,,,,,,,,
bus,,,,,,,,,,,,,,,,,
broccoli,,,,,,,,,,,,,,,,,
suitcase,,,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
person,snowboard,,,,,,,,,,,,,,,,
person,car,skateboard,,,,,,,,,,,,,,,
person,skis,,,,,,,,,,,,,,,,
cat,,,,,,,,,,,,,,,,,
person,skis,snowboard,,,,,,,,,,,,,,,
bird,cow,,,,,,,,,,,,,,,,
fork,,,,,,,,,,,,,,,,,
person,airplane,handbag,,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,
person,spoon,cake,,,,,,,,,,,,,,,
donut,,,,,,,,,,,,,,,,,
person,train,backpack,handbag,suitcase,,,,,,,,,,,,,
car,bus,,,,,,,,,,,,,,,,
banana,dining table,,,,,,,,,,,,,,,,
person,bottle,cup,spoon,bowl,oven,,,,,,,,,,,,
person,bench,bird,bottle,,,,,,,,,,,,,,
car,fire hydrant,,,,,,,,,,,,,,,,
person,car,traffic light,skateboard,,,,,,,,,,,,,,
person,car,truck,traffic light,sports ball,skateboard,,,,,,,,,,,,
fork,bowl,hot dog,dining table,,,,,,,,,,,,,,
zebra,,,,,,,,,,,,,,,,,
car,orange,,,,,,,,,,,,,,,,
person,mouse,keyboard,,,,,,,,,,,,,,,
person,book,scissors,,,,,,,,,,,,,,,
car,truck,,,,,,,,,,,,,,,,
person,car,skateboard,,,,,,,,,,,,,,,
person,kite,,,,,,,,,,,,,,,,
person,baseball bat,baseball glove,,,,,,,,,,,,,,,
person,dog,cup,fork,knife,spoon,sink,,,,,,,,,,,
bird,,,,,,,,,,,,,,,,,
spoon,bowl,dining table,,,,,,,,,,,,,,,
person,car,truck,frisbee,,,,,,,,,,,,,,
bear,,,,,,,,,,,,,,,,,
wine glass,cup,fork,knife,spoon,bowl,dining table,vase,,,,,,,,,,
person,bicycle,bottle,cup,hot dog,couch,dining table,,,,,,,,,,,
airplane,,,,,,,,,,,,,,,,,
person,kite,surfboard,,,,,,,,,,,,,,,
person,backpack,kite,,,,,,,,,,,,,,,
person,truck,fire hydrant,,,,,,,,,,,,,,,
person,banana,,,,,,,,,,,,,,,,
person,tv,sink,,,,,,,,,,,,,,,
person,chair,bed,,,,,,,,,,,,,,,
cow,,,,,,,,,,,,,,,,,
